permissions_count,data_collection_level,third_party_sharing,advertising_tracking,encryption,mfa,secure_server,data_deletion_option,privacy_score,risk_level,privacy_category
8,1,0,1,1,1,0,1,65.29,Low,Highly Secure
2,2,0,1,1,1,0,0,64.84,Low,Highly Secure
10,1,1,0,0,0,0,1,37.02,High,Privacy Risky
9,1,0,0,0,0,0,0,41.49,Medium,Moderately Secure
4,3,1,1,0,0,1,0,37.86,High,Privacy Risky
10,3,1,1,0,1,1,0,25.44,High,Privacy Risky
13,3,1,0,1,0,1,0,28.95,High,Privacy Risky
3,1,0,1,0,0,1,0,74.64,Low,Highly Secure
12,2,0,0,1,0,1,1,53.71,Low,Highly Secure
3,2,1,0,0,0,0,0,36.02,High,Privacy Risky
12,1,1,1,1,0,0,1,47.98,Medium,Moderately Secure
7,2,1,1,0,0,1,1,39.28,Medium,Moderately Secure
2,2,0,1,1,0,1,1,57.61,Low,Highly Secure
15,2,0,0,1,1,0,1,50.62,Medium,Moderately Secure
4,3,0,1,1,0,1,0,50.76,Medium,Moderately Secure
10,3,0,0,1,0,0,0,45.69,Medium,Moderately Secure
4,2,1,1,1,1,0,1,46.11,Medium,Moderately Secure
15,3,0,0,1,0,0,1,33.54,High,Privacy Risky
12,3,0,0,0,0,0,0,25.4,High,Privacy Risky
13,2,1,1,0,0,0,1,13.59,High,Privacy Risky
8,1,1,1,0,0,1,1,39.85,Medium,Moderately Secure
8,3,0,1,0,1,1,1,52.61,Low,Highly Secure
10,3,0,0,1,0,1,0,46.91,Medium,Moderately Secure
12,3,1,0,0,0,0,0,14.04,High,Privacy Risky
13,1,1,1,0,0,1,0,30.76,High,Privacy Risky
2,2,1,1,1,0,1,0,65.32,Low,Highly Secure
11,3,1,0,0,1,0,0,26.44,High,Privacy Risky
3,2,1,1,0,0,0,0,46.33,Medium,Moderately Secure
6,3,0,1,1,1,0,0,38.39,High,Privacy Risky
13,1,0,0,1,1,1,0,54.46,Low,Highly Secure
5,1,1,1,1,1,1,0,64.47,Low,Highly Secure
13,3,0,1,1,1,1,0,42.46,Medium,Moderately Secure
8,2,0,1,1,1,1,0,66.54,Low,Highly Secure
5,2,0,1,1,1,1,1,74.3,Low,Highly Secure
6,2,1,0,0,1,0,1,42.89,Medium,Moderately Secure
9,2,0,1,1,0,1,1,38.55,High,Privacy Risky
12,3,0,1,0,0,0,1,22.15,High,Privacy Risky
10,1,0,1,0,0,1,0,42.68,Medium,Moderately Secure
15,3,0,1,1,1,1,1,42.57,Medium,Moderately Secure
14,3,1,0,1,1,1,0,38.4,High,Privacy Risky
12,2,0,0,0,0,0,1,25.32,High,Privacy Risky
10,2,1,0,1,0,1,0,41.53,Medium,Moderately Secure
6,1,0,1,1,0,1,0,45.75,Medium,Moderately Secure
7,3,1,1,1,1,1,0,34.11,High,Privacy Risky
3,2,1,1,0,1,1,0,60.02,Low,Highly Secure
7,1,1,0,1,1,0,1,64.75,Low,Highly Secure
14,2,1,1,0,0,0,1,23.68,High,Privacy Risky
7,3,0,0,1,0,0,0,44.77,Medium,Moderately Secure
3,1,1,0,0,0,1,0,54.17,Low,Highly Secure
11,1,1,1,1,1,0,1,28.73,High,Privacy Risky
15,3,1,0,0,1,1,1,35.24,High,Privacy Risky
14,1,1,0,0,1,0,1,36.41,High,Privacy Risky
5,3,1,0,0,0,1,1,39.69,Medium,Moderately Secure
8,3,1,0,1,0,0,1,39.54,Medium,Moderately Secure
9,3,1,0,0,1,1,1,41.02,Medium,Moderately Secure
5,3,1,1,1,0,0,1,47.15,Medium,Moderately Secure
5,1,0,1,0,1,0,0,54.02,Low,Highly Secure
5,1,0,0,0,0,1,1,61.08,Low,Highly Secure
15,2,0,0,1,0,0,0,31.05,High,Privacy Risky
12,2,0,0,1,1,0,0,42.99,Medium,Moderately Secure
13,3,0,0,0,0,0,1,21.02,High,Privacy Risky
13,3,0,1,0,0,1,0,17.85,High,Privacy Risky
15,2,0,0,0,1,0,1,37.8,High,Privacy Risky
3,3,0,0,1,0,0,1,66.09,Low,Highly Secure
14,2,1,0,1,0,1,0,35.37,High,Privacy Risky
2,2,1,0,0,1,1,0,58.16,Low,Highly Secure
8,2,1,0,1,0,0,1,44.05,Medium,Moderately Secure
10,2,0,0,0,0,0,1,45.02,Medium,Moderately Secure
7,1,0,1,0,0,0,1,55.14,Low,Highly Secure
4,3,1,1,1,0,0,0,44.13,Medium,Moderately Secure
4,2,0,1,1,0,1,1,72.88,Low,Highly Secure
13,3,1,0,0,1,0,0,23.21,High,Privacy Risky
6,2,0,1,1,0,1,0,61.4,Low,Highly Secure
6,3,0,1,0,0,1,0,44.72,Medium,Moderately Secure
14,3,1,0,1,0,0,0,22.88,High,Privacy Risky
4,2,0,0,0,0,0,1,63.19,Low,Highly Secure
14,2,0,1,0,1,0,1,32.9,High,Privacy Risky
14,1,1,0,0,0,1,0,25.53,High,Privacy Risky
10,3,0,0,1,0,1,1,52.37,Low,Highly Secure
4,3,1,1,1,0,0,0,39.58,Medium,Moderately Secure
4,3,0,1,0,0,0,1,40.6,Medium,Moderately Secure
5,3,0,1,1,0,1,0,52.93,Low,Highly Secure
10,3,1,1,1,1,0,0,35.61,High,Privacy Risky
4,3,0,1,0,1,0,1,43.53,Medium,Moderately Secure
8,2,1,1,1,0,0,1,35.04,High,Privacy Risky
3,1,1,0,1,1,1,1,70.92,Low,Highly Secure
9,1,1,1,0,0,1,1,36.08,High,Privacy Risky
2,1,0,1,0,0,0,0,66.21,Low,Highly Secure
11,2,1,1,0,1,0,0,18.78,High,Privacy Risky
2,3,1,1,1,1,0,1,51.86,Low,Highly Secure
4,2,1,0,1,0,1,1,53.3,Low,Highly Secure
4,1,0,0,0,1,0,0,59.67,Low,Highly Secure
13,1,1,0,0,0,0,0,26.69,High,Privacy Risky
2,3,0,0,0,1,0,1,61.96,Low,Highly Secure
8,3,1,0,0,1,1,0,35.57,High,Privacy Risky
10,2,0,1,0,1,0,0,39.68,Medium,Moderately Secure
9,3,1,1,0,1,1,1,31.24,High,Privacy Risky
11,3,1,0,1,1,1,0,48.7,Medium,Moderately Secure
13,3,0,0,0,1,1,0,38.91,High,Privacy Risky
7,3,1,1,1,1,0,1,31.04,High,Privacy Risky
13,2,1,1,0,0,0,0,19.53,High,Privacy Risky
6,2,0,1,0,0,0,1,47.03,Medium,Moderately Secure
15,2,0,0,1,0,0,1,44.44,Medium,Moderately Secure
9,1,1,0,1,1,1,0,53.5,Low,Highly Secure
12,2,0,1,1,0,0,1,44.85,Medium,Moderately Secure
14,2,0,0,1,0,0,1,42.38,Medium,Moderately Secure
13,2,1,0,0,1,1,0,27.9,High,Privacy Risky
13,2,0,0,0,0,0,1,39.86,Medium,Moderately Secure
9,2,1,0,1,1,0,0,39.51,Medium,Moderately Secure
2,2,0,0,1,1,1,0,68.29,Low,Highly Secure
8,1,1,1,1,0,1,1,45.25,Medium,Moderately Secure
4,2,0,0,1,0,1,1,67.22,Low,Highly Secure
14,2,1,1,0,0,0,1,0.0,High,Privacy Risky
5,3,1,1,0,0,1,1,31.84,High,Privacy Risky
5,2,0,0,0,0,1,1,56.16,Low,Highly Secure
5,2,0,0,1,0,0,0,59.97,Low,Highly Secure
10,1,1,1,1,0,0,0,36.65,High,Privacy Risky
9,1,1,1,0,0,1,1,33.05,High,Privacy Risky
15,2,1,0,1,1,0,1,27.01,High,Privacy Risky
7,2,0,0,1,1,0,0,48.31,Medium,Moderately Secure
5,2,1,1,0,0,1,0,33.47,High,Privacy Risky
2,2,1,0,0,1,1,1,70.49,Low,Highly Secure
2,3,0,0,1,0,0,0,52.15,Low,Highly Secure
7,1,0,0,1,0,1,0,69.1,Low,Highly Secure
14,1,0,0,0,0,1,1,53.72,Low,Highly Secure
9,1,1,1,0,0,1,0,34.18,High,Privacy Risky
14,1,0,0,0,0,0,1,36.36,High,Privacy Risky
3,3,0,0,1,0,0,1,53.52,Low,Highly Secure
3,1,1,1,0,0,1,1,51.65,Medium,Moderately Secure
13,2,0,0,1,0,0,1,40.2,Medium,Moderately Secure
3,1,1,0,0,1,1,1,72.74,Low,Highly Secure
2,3,1,1,0,1,1,1,52.27,Low,Highly Secure
7,3,1,0,0,1,0,0,43.89,Medium,Moderately Secure
14,1,1,1,1,1,1,1,57.71,Low,Highly Secure
11,1,1,0,0,1,1,1,44.99,Medium,Moderately Secure
3,1,1,0,1,0,1,0,66.15,Low,Highly Secure
13,2,1,0,0,0,1,0,20.83,High,Privacy Risky
13,3,0,1,1,0,1,0,24.6,High,Privacy Risky
13,2,0,0,0,0,1,0,38.52,High,Privacy Risky
14,3,1,0,0,1,1,0,21.24,High,Privacy Risky
5,2,0,1,1,0,1,1,64.72,Low,Highly Secure
15,1,1,0,1,1,0,0,48.54,Medium,Moderately Secure
6,2,1,1,1,1,0,0,44.83,Medium,Moderately Secure
13,1,1,0,0,0,0,0,29.83,High,Privacy Risky
10,3,0,1,1,1,1,0,47.38,Medium,Moderately Secure
12,1,0,0,0,0,0,1,31.89,High,Privacy Risky
10,2,0,1,1,0,1,0,53.09,Low,Highly Secure
10,2,1,0,1,0,0,1,38.94,High,Privacy Risky
10,1,1,1,1,0,0,0,42.09,Medium,Moderately Secure
12,2,1,1,1,1,0,0,27.1,High,Privacy Risky
12,2,1,0,1,0,1,1,40.31,Medium,Moderately Secure
3,1,1,0,1,0,1,0,59.29,Low,Highly Secure
13,1,1,0,0,0,1,1,43.95,Medium,Moderately Secure
9,1,0,1,0,0,1,1,54.98,Low,Highly Secure
6,1,1,1,1,1,0,1,52.08,Low,Highly Secure
9,2,0,1,1,1,1,0,42.21,Medium,Moderately Secure
15,1,1,0,1,0,0,0,27.53,High,Privacy Risky
14,3,1,1,1,1,0,0,27.66,High,Privacy Risky
13,1,0,0,0,0,1,0,38.77,High,Privacy Risky
8,2,1,1,0,0,1,0,17.04,High,Privacy Risky
12,3,0,0,1,1,0,1,45.83,Medium,Moderately Secure
7,2,1,1,1,0,1,0,32.84,High,Privacy Risky
11,3,0,1,0,0,0,1,33.2,High,Privacy Risky
10,1,0,1,0,0,1,0,42.38,Medium,Moderately Secure
5,1,1,0,0,0,1,0,45.72,Medium,Moderately Secure
5,1,0,0,0,1,1,1,68.7,Low,Highly Secure
2,1,1,1,1,0,1,0,63.2,Low,Highly Secure
3,1,1,0,1,0,1,0,66.49,Low,Highly Secure
8,1,0,0,1,0,0,1,54.3,Low,Highly Secure
8,3,0,1,1,1,1,1,47.88,Medium,Moderately Secure
4,1,0,1,0,1,0,1,53.73,Low,Highly Secure
7,3,0,1,0,1,0,1,33.36,High,Privacy Risky
10,3,0,1,0,1,1,1,42.17,Medium,Moderately Secure
5,3,1,0,0,1,1,1,52.22,Low,Highly Secure
6,1,0,0,1,1,0,1,63.35,Low,Highly Secure
7,3,1,1,0,1,0,0,25.26,High,Privacy Risky
9,2,0,0,0,0,1,1,55.42,Low,Highly Secure
7,3,1,0,1,0,0,0,41.89,Medium,Moderately Secure
12,2,1,0,1,0,0,0,27.9,High,Privacy Risky
6,3,0,1,0,0,0,0,34.54,High,Privacy Risky
8,2,1,1,0,0,0,1,32.76,High,Privacy Risky
7,1,0,0,1,1,1,0,62.01,Low,Highly Secure
4,2,0,0,1,1,1,1,70.4,Low,Highly Secure
11,1,1,0,1,0,1,0,36.23,High,Privacy Risky
5,3,1,1,0,0,0,1,44.73,Medium,Moderately Secure
6,1,0,0,0,0,1,1,60.48,Low,Highly Secure
13,1,0,1,0,1,1,1,44.4,Medium,Moderately Secure
15,2,0,0,1,0,0,0,42.28,Medium,Moderately Secure
11,2,0,0,1,0,0,1,51.71,Medium,Moderately Secure
14,1,0,0,1,0,0,0,46.35,Medium,Moderately Secure
13,3,0,1,1,1,1,1,44.15,Medium,Moderately Secure
8,3,1,0,1,0,1,0,28.8,High,Privacy Risky
12,3,0,0,0,1,0,1,26.41,High,Privacy Risky
6,2,1,0,0,1,0,1,53.97,Low,Highly Secure
8,2,1,0,1,0,0,1,42.39,Medium,Moderately Secure
9,2,1,0,0,1,1,1,44.36,Medium,Moderately Secure
15,2,0,1,0,1,0,0,24.63,High,Privacy Risky
13,1,1,0,0,1,0,1,37.54,High,Privacy Risky
8,1,1,0,0,0,0,0,35.96,High,Privacy Risky
11,1,0,0,1,1,1,1,55.69,Low,Highly Secure
4,2,1,1,1,1,0,0,43.23,Medium,Moderately Secure
13,1,0,0,1,0,1,1,61.09,Low,Highly Secure
9,1,1,0,0,0,1,1,42.06,Medium,Moderately Secure
9,3,0,0,0,1,1,1,44.94,Medium,Moderately Secure
12,2,1,0,0,1,0,1,34.16,High,Privacy Risky
10,2,0,0,0,1,0,0,36.13,High,Privacy Risky
3,2,0,1,1,1,0,1,65.64,Low,Highly Secure
6,3,0,0,1,0,1,1,56.48,Low,Highly Secure
4,3,0,0,1,0,1,1,61.28,Low,Highly Secure
12,1,0,0,0,1,1,1,68.18,Low,Highly Secure
2,3,0,0,1,0,1,1,66.83,Low,Highly Secure
4,2,0,1,0,0,1,0,53.09,Low,Highly Secure
10,3,1,1,0,1,0,1,36.33,High,Privacy Risky
11,2,1,1,1,0,1,1,30.41,High,Privacy Risky
9,1,1,0,0,0,1,1,43.83,Medium,Moderately Secure
14,3,1,1,0,0,0,0,7.7,High,Privacy Risky
14,1,0,0,1,0,1,1,55.92,Low,Highly Secure
3,3,0,1,0,0,0,1,44.22,Medium,Moderately Secure
15,1,0,1,1,0,0,0,27.9,High,Privacy Risky
10,1,0,1,0,0,0,0,41.94,Medium,Moderately Secure
10,2,0,1,1,0,0,0,38.69,High,Privacy Risky
3,3,1,0,0,1,0,1,44.22,Medium,Moderately Secure
10,2,1,0,0,1,0,0,46.06,Medium,Moderately Secure
12,1,1,1,1,1,1,1,50.26,Medium,Moderately Secure
10,1,0,0,0,1,0,1,57.7,Low,Highly Secure
3,3,1,1,1,0,0,0,39.9,Medium,Moderately Secure
9,3,0,1,0,1,1,0,42.13,Medium,Moderately Secure
15,1,0,1,1,1,0,0,39.99,Medium,Moderately Secure
12,2,0,0,1,0,0,1,33.93,High,Privacy Risky
3,1,1,1,0,0,0,0,45.38,Medium,Moderately Secure
15,1,0,0,0,1,1,0,41.65,Medium,Moderately Secure
15,3,0,0,1,1,0,0,21.82,High,Privacy Risky
4,2,0,0,1,0,1,0,65.35,Low,Highly Secure
13,1,0,1,0,0,0,1,25.51,High,Privacy Risky
7,2,0,1,0,0,0,1,43.39,Medium,Moderately Secure
10,2,0,1,1,0,1,0,33.06,High,Privacy Risky
8,1,0,1,1,1,1,0,56.61,Low,Highly Secure
12,2,0,0,0,1,0,0,36.8,High,Privacy Risky
15,1,0,0,0,0,0,1,37.76,High,Privacy Risky
13,1,0,1,1,1,1,0,54.12,Low,Highly Secure
15,3,1,0,0,1,0,1,23.06,High,Privacy Risky
15,3,0,0,0,1,0,1,26.74,High,Privacy Risky
3,1,1,1,1,0,1,0,56.47,Low,Highly Secure
5,3,1,1,0,1,0,0,35.82,High,Privacy Risky
12,2,0,0,1,1,1,0,53.16,Low,Highly Secure
10,3,0,1,0,1,1,1,36.98,High,Privacy Risky
2,3,0,0,1,0,1,0,52.87,Low,Highly Secure
3,2,0,0,0,0,0,0,55.24,Low,Highly Secure
9,2,0,0,1,1,0,0,56.98,Low,Highly Secure
10,2,0,1,0,0,0,0,28.58,High,Privacy Risky
4,3,0,0,0,1,0,0,40.66,Medium,Moderately Secure
4,1,0,0,1,0,1,1,67.19,Low,Highly Secure
3,1,1,1,1,1,1,0,70.9,Low,Highly Secure
9,1,0,1,1,0,1,0,53.67,Low,Highly Secure
2,1,1,1,0,0,1,0,56.41,Low,Highly Secure
10,1,0,1,0,0,1,1,49.8,Medium,Moderately Secure
8,1,1,1,1,0,0,0,30.67,High,Privacy Risky
8,3,0,1,1,0,0,0,45.55,Medium,Moderately Secure
11,1,1,1,0,0,0,0,35.92,High,Privacy Risky
9,3,1,1,1,0,1,1,42.38,Medium,Moderately Secure
12,1,0,0,1,1,0,1,56.82,Low,Highly Secure
12,3,1,0,1,1,1,1,39.23,High,Privacy Risky
14,1,0,1,1,1,0,1,46.39,Medium,Moderately Secure
13,2,0,0,1,0,1,1,41.49,Medium,Moderately Secure
9,1,1,1,1,1,1,0,61.02,Low,Highly Secure
8,2,1,0,1,1,0,0,39.25,High,Privacy Risky
5,2,0,1,1,0,0,0,51.36,Medium,Moderately Secure
10,2,1,0,1,1,0,1,43.75,Medium,Moderately Secure
3,2,1,1,0,1,0,1,58.35,Low,Highly Secure
15,2,1,0,1,0,0,1,30.41,High,Privacy Risky
13,3,0,0,1,0,1,1,41.12,Medium,Moderately Secure
3,2,1,0,1,0,0,0,43.34,Medium,Moderately Secure
13,2,0,1,1,0,0,0,41.77,Medium,Moderately Secure
3,1,1,0,0,1,1,0,60.53,Low,Highly Secure
12,2,1,1,1,1,1,1,50.42,Medium,Moderately Secure
3,1,1,0,0,1,0,1,58.52,Low,Highly Secure
8,1,1,0,0,0,1,0,38.28,High,Privacy Risky
11,3,1,1,0,0,0,0,6.21,High,Privacy Risky
12,1,0,0,1,1,0,1,61.8,Low,Highly Secure
7,2,0,0,1,0,0,1,50.78,Medium,Moderately Secure
14,3,1,1,1,1,0,1,20.04,High,Privacy Risky
12,3,0,1,0,1,0,1,43.42,Medium,Moderately Secure
4,1,1,1,0,0,1,0,42.74,Medium,Moderately Secure
11,1,0,0,1,1,0,0,48.86,Medium,Moderately Secure
12,2,1,1,0,0,0,1,25.52,High,Privacy Risky
6,2,0,0,1,0,0,1,65.89,Low,Highly Secure
12,3,0,1,1,0,0,1,28.62,High,Privacy Risky
14,1,0,1,1,0,0,1,49.39,Medium,Moderately Secure
13,1,0,0,0,0,1,1,47.96,Medium,Moderately Secure
12,1,0,0,0,1,1,0,50.15,Medium,Moderately Secure
10,3,0,0,0,1,1,0,37.79,High,Privacy Risky
5,1,1,0,1,0,0,1,61.92,Low,Highly Secure
13,2,1,0,0,1,1,1,43.24,Medium,Moderately Secure
7,1,1,1,1,1,1,0,54.07,Low,Highly Secure
9,1,1,0,0,0,1,1,40.78,Medium,Moderately Secure
6,3,1,0,0,0,0,0,16.16,High,Privacy Risky
6,1,1,1,0,0,1,0,51.25,Medium,Moderately Secure
4,1,0,0,1,1,0,1,73.95,Low,Highly Secure
15,3,1,1,1,1,1,1,37.89,High,Privacy Risky
4,2,0,1,0,0,0,0,37.68,High,Privacy Risky
3,1,0,1,1,1,1,0,77.65,Low,Highly Secure
15,2,1,0,1,0,0,1,34.53,High,Privacy Risky
9,3,0,0,1,1,1,1,61.69,Low,Highly Secure
8,2,1,1,1,1,0,0,41.72,Medium,Moderately Secure
12,2,1,1,0,1,1,1,34.11,High,Privacy Risky
7,2,1,0,0,0,0,0,30.97,High,Privacy Risky
3,2,1,1,1,0,1,1,56.43,Low,Highly Secure
12,1,1,1,0,1,1,0,44.12,Medium,Moderately Secure
4,3,0,0,0,0,0,1,44.63,Medium,Moderately Secure
9,3,1,1,0,0,0,1,24.71,High,Privacy Risky
15,1,0,0,1,0,1,1,43.3,Medium,Moderately Secure
15,3,0,1,0,1,0,1,31.27,High,Privacy Risky
7,3,0,1,0,0,0,1,47.07,Medium,Moderately Secure
12,3,0,1,1,1,1,1,46.65,Medium,Moderately Secure
10,2,1,0,0,1,0,1,32.54,High,Privacy Risky
8,2,0,0,0,1,0,1,52.39,Low,Highly Secure
3,3,1,1,0,1,0,1,45.49,Medium,Moderately Secure
7,1,1,1,0,0,0,1,46.09,Medium,Moderately Secure
11,3,1,1,1,1,0,1,24.12,High,Privacy Risky
15,3,1,0,1,1,0,1,37.54,High,Privacy Risky
2,3,0,0,0,1,0,0,58.63,Low,Highly Secure
12,2,0,1,1,1,0,1,43.86,Medium,Moderately Secure
13,2,1,0,1,1,0,0,46.87,Medium,Moderately Secure
15,1,1,1,1,1,0,1,30.51,High,Privacy Risky
7,3,1,0,1,1,0,0,38.77,High,Privacy Risky
3,2,0,0,1,0,1,1,64.79,Low,Highly Secure
5,1,0,0,0,0,0,0,49.56,Medium,Moderately Secure
13,3,0,1,0,0,1,1,30.55,High,Privacy Risky
14,2,0,1,1,1,1,1,54.62,Low,Highly Secure
10,2,0,0,1,0,1,0,49.89,Medium,Moderately Secure
3,1,1,0,1,0,1,1,73.55,Low,Highly Secure
3,3,0,1,0,1,0,0,43.94,Medium,Moderately Secure
8,2,1,0,0,0,1,1,38.1,High,Privacy Risky
10,3,1,1,1,1,0,1,27.99,High,Privacy Risky
2,3,1,0,0,1,1,0,48.52,Medium,Moderately Secure
11,1,0,0,1,0,0,0,42.15,Medium,Moderately Secure
9,1,0,0,1,0,0,0,53.87,Low,Highly Secure
2,3,1,1,1,1,0,0,51.07,Medium,Moderately Secure
3,2,0,0,0,1,0,0,55.26,Low,Highly Secure
8,2,1,1,1,1,0,1,49.65,Medium,Moderately Secure
12,1,1,0,1,1,1,1,53.47,Low,Highly Secure
13,2,0,0,1,0,0,0,43.79,Medium,Moderately Secure
8,3,1,1,1,1,1,0,45.73,Medium,Moderately Secure
6,1,0,1,0,0,0,0,41.73,Medium,Moderately Secure
15,2,0,0,1,0,1,1,38.91,High,Privacy Risky
8,3,1,0,1,1,0,0,46.36,Medium,Moderately Secure
6,1,1,0,1,0,0,0,45.85,Medium,Moderately Secure
8,1,0,1,1,1,0,0,59.19,Low,Highly Secure
2,3,1,0,0,1,1,0,50.67,Medium,Moderately Secure
6,1,1,0,1,0,1,1,52.57,Low,Highly Secure
9,2,1,0,0,1,0,0,31.61,High,Privacy Risky
14,2,0,1,0,1,0,1,30.38,High,Privacy Risky
12,3,0,0,1,0,1,1,33.16,High,Privacy Risky
12,1,1,1,0,1,1,1,46.38,Medium,Moderately Secure
9,2,1,0,0,0,0,0,35.55,High,Privacy Risky
3,1,1,0,1,1,0,1,73.74,Low,Highly Secure
7,3,0,0,1,0,0,0,45.83,Medium,Moderately Secure
15,2,0,0,0,1,1,1,57.68,Low,Highly Secure
2,2,1,0,0,1,1,1,64.14,Low,Highly Secure
14,2,0,1,0,1,0,0,32.44,High,Privacy Risky
11,1,0,0,1,0,0,1,49.05,Medium,Moderately Secure
5,3,1,1,0,1,0,1,37.82,High,Privacy Risky
12,2,1,0,1,0,1,1,45.76,Medium,Moderately Secure
13,1,0,0,1,0,0,0,39.85,Medium,Moderately Secure
2,2,0,0,1,1,0,1,69.75,Low,Highly Secure
3,3,0,0,0,1,0,0,56.72,Low,Highly Secure
11,3,1,1,1,1,0,0,31.7,High,Privacy Risky
15,2,0,0,0,0,1,1,49.97,Medium,Moderately Secure
2,1,1,1,0,1,0,0,59.11,Low,Highly Secure
11,2,0,1,0,1,0,1,46.18,Medium,Moderately Secure
3,2,1,1,0,1,1,0,49.03,Medium,Moderately Secure
11,2,1,0,1,0,0,0,38.76,High,Privacy Risky
10,1,1,0,0,1,0,0,43.5,Medium,Moderately Secure
3,2,1,1,1,1,1,1,70.74,Low,Highly Secure
11,2,1,0,0,1,1,1,42.38,Medium,Moderately Secure
14,3,0,0,0,0,0,0,18.78,High,Privacy Risky
14,2,1,1,0,0,0,1,17.19,High,Privacy Risky
2,2,1,1,0,0,1,0,44.64,Medium,Moderately Secure
5,2,1,1,0,1,0,1,55.35,Low,Highly Secure
5,1,0,0,1,0,1,0,69.67,Low,Highly Secure
8,1,1,1,1,0,1,1,54.1,Low,Highly Secure
4,3,0,0,0,1,0,0,52.35,Low,Highly Secure
13,3,1,1,1,0,1,0,22.2,High,Privacy Risky
12,3,1,1,1,1,0,1,23.97,High,Privacy Risky
13,2,0,1,0,1,1,1,37.64,High,Privacy Risky
4,1,1,1,0,0,0,0,47.24,Medium,Moderately Secure
2,3,1,0,0,0,0,1,40.61,Medium,Moderately Secure
14,2,0,0,1,1,1,1,49.49,Medium,Moderately Secure
6,1,0,0,1,0,1,0,68.63,Low,Highly Secure
11,3,0,0,0,1,0,0,29.63,High,Privacy Risky
14,3,1,1,1,0,1,1,27.52,High,Privacy Risky
2,3,1,0,1,0,0,1,61.04,Low,Highly Secure
2,1,1,1,1,0,0,1,56.67,Low,Highly Secure
2,3,1,0,0,1,0,1,50.32,Medium,Moderately Secure
4,2,1,0,1,0,0,1,55.61,Low,Highly Secure
2,2,0,0,1,0,1,1,72.63,Low,Highly Secure
13,3,0,1,1,0,1,1,41.72,Medium,Moderately Secure
10,2,0,1,1,0,1,0,40.16,Medium,Moderately Secure
15,1,0,1,1,0,0,1,40.22,Medium,Moderately Secure
13,1,1,0,1,1,1,1,51.93,Low,Highly Secure
15,2,0,0,0,1,0,0,30.01,High,Privacy Risky
5,3,0,1,0,0,1,1,53.87,Low,Highly Secure
6,3,0,1,0,1,1,1,57.05,Low,Highly Secure
13,2,0,0,0,1,1,0,55.07,Low,Highly Secure
5,3,0,1,1,1,1,0,52.11,Low,Highly Secure
2,3,0,0,1,1,0,0,69.36,Low,Highly Secure
11,2,1,0,1,0,1,0,37.43,High,Privacy Risky
13,2,0,1,1,1,1,0,42.04,Medium,Moderately Secure
15,3,0,0,0,1,0,0,22.47,High,Privacy Risky
14,2,0,0,0,1,1,0,46.82,Medium,Moderately Secure
3,1,1,1,1,0,0,0,51.6,Medium,Moderately Secure
12,3,1,1,0,1,0,0,8.65,High,Privacy Risky
13,2,1,0,1,1,1,1,36.5,High,Privacy Risky
11,2,1,0,0,1,1,0,31.38,High,Privacy Risky
13,3,1,1,0,0,0,1,13.69,High,Privacy Risky
13,3,1,1,1,0,1,0,28.74,High,Privacy Risky
8,1,0,1,1,1,1,1,62.86,Low,Highly Secure
2,2,1,1,1,0,0,1,54.32,Low,Highly Secure
8,1,0,0,0,0,0,1,49.11,Medium,Moderately Secure
4,2,0,1,1,1,0,0,62.39,Low,Highly Secure
3,2,1,0,1,1,1,1,69.55,Low,Highly Secure
3,2,0,0,1,0,0,0,58.0,Low,Highly Secure
11,3,0,1,0,0,1,0,26.36,High,Privacy Risky
9,2,1,0,0,0,1,1,37.83,High,Privacy Risky
9,2,0,1,1,0,1,0,49.52,Medium,Moderately Secure
12,2,0,0,0,0,0,0,39.87,Medium,Moderately Secure
9,1,1,1,1,1,0,1,41.37,Medium,Moderately Secure
10,1,1,1,0,1,1,0,25.32,High,Privacy Risky
3,3,0,0,0,0,1,1,53.69,Low,Highly Secure
13,1,1,0,1,0,0,0,42.79,Medium,Moderately Secure
8,1,1,1,0,1,1,0,49.4,Medium,Moderately Secure
4,3,0,0,0,0,1,0,45.09,Medium,Moderately Secure
13,1,0,0,1,0,1,0,40.49,Medium,Moderately Secure
12,2,0,0,0,0,0,0,39.08,High,Privacy Risky
2,3,0,1,1,1,1,0,62.77,Low,Highly Secure
4,2,0,0,0,0,1,0,53.05,Low,Highly Secure
2,1,0,1,1,0,1,0,61.97,Low,Highly Secure
5,1,0,0,0,1,0,0,61.94,Low,Highly Secure
3,3,0,0,0,0,1,1,65.87,Low,Highly Secure
11,1,0,0,1,0,0,1,50.04,Medium,Moderately Secure
9,3,0,1,1,0,1,1,39.2,High,Privacy Risky
15,1,0,0,0,1,0,1,44.78,Medium,Moderately Secure
12,1,0,0,1,1,0,0,50.05,Medium,Moderately Secure
10,3,1,1,0,1,0,0,25.96,High,Privacy Risky
9,3,0,0,0,0,0,1,43.35,Medium,Moderately Secure
2,3,1,0,1,0,0,0,40.23,Medium,Moderately Secure
2,3,1,0,1,1,0,1,57.08,Low,Highly Secure
10,1,1,0,0,1,1,0,42.61,Medium,Moderately Secure
2,3,1,1,1,0,0,0,32.16,High,Privacy Risky
2,3,0,1,0,1,1,1,66.68,Low,Highly Secure
5,1,1,1,0,1,0,1,55.41,Low,Highly Secure
14,1,0,1,0,1,1,1,45.49,Medium,Moderately Secure
8,3,0,0,0,1,0,0,44.67,Medium,Moderately Secure
